1250,Corporation Walgreen,2011,7200000,Shooting Range,Malware
1251,Inc. The,2013,56801655,Train Station,Drive-by Attack
1252,Corporation US,2020,34493852,Orphanage,SQL Injection Attack
1253,Industries,2021,122103597,Local Shop,Man In The Middle Attack
1254,Company American,2014,94467582,Orphanage,Insider Attack
1255,Corporation Ames,2019,99508950,School,DNS Tunneling Attack
1256,Incorporated AGCO,2011,77380904,School,Malware
1257,Inc. Amkor,2011,27118518,Government,SQL Injection Attack
1258,Energy,2011,33279132,School,Cryptojacking Attack
1259,Inc TXU,2023,107218958,Pizzeria,Insider Attack
126,Inc. Amkor,2021,7426440,Supermarket,Phishing
1260,Forest,2012,18033120,Pizzeria,Malware
1261,Resources,2017,8795475,Shooting Range,Malware
1262,Power,2010,37486448,Local Shop,Code Injections Attack
1263,Corporation ALLTEL,2010,56056992,Burget Franchaise,SQL Injection Attack
1264,Incorporated AGCO,2015,94343696,Small Business,Business Email Compromise Attack
1265,Corporation URS,2017,49164225,Hospital,Man In The Middle Attack
1266,Corporation AMERCO Ameren,2010,72051858,Hardware Store,Business Email Compromise Attack
1267,Corporation Aetna,2023,86830044,Non-Profit,Supply chain Attack
1268,Gas,2013,9759796,Burget Franchaise,Supply chain Attack
1269,Corporation Ames,2019,14129046,Kindergarden,Worm VirusDDoS Attack
127,Manufacturing,2017,10427081,Kindergarden,Drive-by Attack
1270,Corporation Verizon,2017,102467410,Non-Profit,51% Attack
1271,Inc. American,2020,16306930,Kindergarden,Cross-site Scripting Attack
1272,Conversion,2020,62990712,Pizzeria,Supply chain Attack
1273,and,2020,47004252,Supermarket,Zero-Day Exploit Attack
1274,Inc. Advantica,2017,44728866,Government,Zero-Day Exploit Attack
1275,Inc Vishay,2010,85594575,Local Shop,DNS Tunneling Attack
1276,Incorporated AGCO,2021,46529340,Shooting Range,Worm VirusDDoS Attack
1277,Inc United,2015,88249639,Shooting Range,Cross-site Scripting Attack
"1278,""Energy,"",2010,66362706,Shooting Range,DoS Attack"
1279,Western,2022,68450801,Supermarket,51% Attack
128,Inc Valero,2020,10073728,Local Shop,Cross-site Scripting Attack
1280,Rentals,2014,30421760,Pizzeria,Drive-by Attack
1281,Corporation Union,2012,117416460,Pizzeria,Insider Attack
1282,Inc. AMC,2010,26207926,Local Shop,Zero-Day Exploit Attack
1283,Health,2013,122385370,School,Insider Attack
1284,Industries,2012,116425416,Orphanage,Business Email Compromise Attack
1285,Inc. American,2018,113259900,Hospital,Spoofing
1286,Inc. Acterna,2023,85378826,Burget Franchaise,Insider Attack
"1287,""Group,"",2011,21881574,Non-Profit,Zero-Day Exploit Attack"
1288,Foods,2023,12971448,Supermarket,Worm VirusDDoS Attack
1289,Computer,2010,81313987,Orphanage,Spoofing
129,Inc United,2020,10492860,Train Station,Insider Attack
1290,Networks,2020,122341020,Hardware Store,Business Email Compromise Attack
1291,&,2019,237544,Sandwitch Shop,Code Injections Attack
1292,Inc. Amgen,2020,86508444,School,Phishing
1293,Industries,2012,102785742,Government,Drive-by Attack
1294,Berkley,2011,35697578,Kindergarden,Man In The Middle Attack
1295,Holdings,2012,35208460,Hardware Store,Insider Attack
1296,Restaurant,2017,46701360,Bank,Identity-Based Attack
1297,Inc Vulcan,2011,26225340,School,Drive-by Attack
1298,Department,2020,44836814,Government,Supply chain Attack
1299,Grocers,2012,122962041,Burget Franchaise,Insider Attack
13,International,2013,965562,Shooting Range,Code Injections Attack
"130,""Devices,"",2016,12262250,Bank,Identity-Based Attack"
1300,Incorporated AGCO,2010,77951900,Shooting Range,Spoofing
1301,Financial,2014,93662893,Sandwitch Shop,Spoofing
1302,Corp Unisys,2023,48496896,Small Business,Cross-site Scripting Attack
1303,Company A.G.,2013,66198915,Small Business,Spoofing
1304,Electric,2020,94324840,Burget Franchaise,Man In The Middle Attack
1305,Inc. American,2016,129796605,Local Shop,Insider Attack
1306,Networks,2014,119640048,Hardware Store,Identity-Based Attack
"1307,""Chemicals,"",2020,13466021,Orphanage,Code Injections Attack"
1308,Inc Universal,2019,15180648,Supermarket,Spoofing
1309,Inc. The,2012,66091410,Government,Cross-site Scripting Attack
131,Department,2023,7101903,Shooting Range,Business Email Compromise Attack
"1310,""Devices,"",2019,113301900,School,Malware"
1311,Inc US,2022,44364240,Shooting Range,Cryptojacking Attack
1312,Communications,2019,43303872,Government,Worm VirusDDoS Attack
1313,Computer,2012,32873581,Sandwitch Shop,DNS Tunneling Attack
1314,Inc USA,2023,81875340,Bank,DNS Tunneling Attack
1315,Fargo,2021,84233640,Sandwitch Shop,Code Injections Attack
1316,Corp 3M,2013,111491520,Bank,Cryptojacking Attack
1317,Corporation The,2018,41081181,Orphanage,Drive-by Attack
1318,International,2020,19180854,Government,Insider Attack
1319,Inc WESCO,2012,12865526,Non-Profit,Spoofing
132,Financial,2017,6364644,Shooting Range,Supply chain Attack
1320,Inc TXU,2012,88210320,Government,Identity-Based Attack
1321,Inc. AMC,2023,74680093,Orphanage,Supply chain Attack
1322,and,2021,39615052,Shooting Range,Insider Attack
1323,Energy,2015,39881835,Small Business,Cryptojacking Attack
1324,Inc Walt,2012,9456008,Bank,DoS Attack
1325,Networks,2017,115920275,Shooting Range,Man In The Middle Attack
1326,Group,2020,26530608,Kindergarden,DNS Tunneling Attack
1327,Systems,2016,6506281,Local Shop,DNS Tunneling Attack
1328,Inc Werner,2013,4928208,Bank,SQL Injection Attack
1329,Energy,2022,57715812,Bank,Cryptojacking Attack
133,Inc. AFLAC,2022,5625501,School,Code Injections Attack
1330,Company Albertson,2016,81705890,Supermarket,Worm VirusDDoS Attack
1331,Inc UnumProvident,2021,94847060,School,Identity-Based Attack
1332,Inc. American,2015,51285996,Hospital,DNS Tunneling Attack
1333,Inc. TruServ,2023,39356825,School,SQL Injection Attack
1334,Corporation American,2015,4785058,Kindergarden,Malware
1335,Inc. Alliant,2013,37529520,Government,Cryptojacking Attack
1336,Corporation Wakenhut,2012,84106544,Local Shop,DNS Tunneling Attack
1337,Corporation Amerada,2017,90911989,Non-Profit,Drive-by Attack
1338,Services,2021,90439434,Non-Profit,Malware
1339,Corporation TRW,2013,71541431,Shooting Range,Worm VirusDDoS Attack
134,Service,2022,9412562,Pizzeria,Phishing
1340,Hess,2020,127715400,Shooting Range,51% Attack
1341,Holdings,2013,116402823,Burget Franchaise,Malware
1342,Electric,2015,71529942,Orphanage,Insider Attack
1343,Standard,2015,37425381,Shooting Range,Zero-Day Exploit Attack
1344,Inc USA,2022,52132416,Hardware Store,51% Attack
1345,International,2019,93453290,Small Business,Insider Attack
1346,Express,2016,115663126,Train Station,Zero-Day Exploit Attack
"1347,""Company,"",2022,55523340,Burget Franchaise,SQL Injection Attack"
1348,Group,2017,40859228,Train Station,Identity-Based Attack
1349,Corporation The,2020,73014625,Pizzeria,Phishing
"135,""Group,"",2010,4176765,Hardware Store,Spoofing"
1350,Mutual,2023,63806400,Hardware Store,DoS Attack
1351,Corporation USG,2012,2833047,Non-Profit,DoS Attack
1352,Inc. American,2021,78570128,Pizzeria,Business Email Compromise Attack
1353,International,2015,108330651,Bank,Drive-by Attack
1354,Inc. Amgen,2015,124443432,Train Station,SQL Injection Attack
"1355,""Industries,"",2014,95570860,Train Station,Man In The Middle Attack"
1356,Inc. The,2013,3800868,Orphanage,Drive-by Attack
1357,Stores,2017,110889969,Government,Worm VirusDDoS Attack
1358,Corporation Verizon,2023,3944990,Sandwitch Shop,Worm VirusDDoS Attack
1359,Fargo,2019,19170054,Government,Supply chain Attack
136,Corporation US,2020,9429288,Pizzeria,Cryptojacking Attack
1360,Inc. Alcoa,2022,80182880,Kindergarden,DNS Tunneling Attack
1361,Inc Western,2022,93197197,Orphanage,DNS Tunneling Attack
1362,West,2021,3746862,Hospital,SQL Injection Attack
1363,Technologies,2023,69664293,Pizzeria,Insider Attack
1364,Corporation Value,2010,112545004,Government,Identity-Based Attack
1365,Inc Washington,2017,39045825,Train Station,Cryptojacking Attack
1366,Express,2018,114697556,Kindergarden,Identity-Based Attack
1367,Corporation ALLTEL,2016,36650637,Burget Franchaise,Malware
1368,Inc. Alleghany,2016,122650776,Hospital,Worm VirusDDoS Attack
1369,Corporation American,2011,48344866,Hospital,Cross-site Scripting Attack
137,3Com,2011,4149456,Government,DNS Tunneling Attack
1370,Inc. Amgen,2018,78655810,Bank,Worm VirusDDoS Attack
1371,Manufacturing,2018,120287427,Orphanage,Business Email Compromise Attack
1372,Gas,2021,15562596,Small Business,Worm VirusDDoS Attack
1373,Corp Viasystems,2019,135424482,Local Shop,Code Injections Attack
"1374,""Energy,"",2023,58768728,Non-Profit,Business Email Compromise Attack"
1375,Inc. Allmerica,2020,85655625,Kindergarden,51% Attack
1376,Inc. Allmerica,2016,118313984,Kindergarden,SQL Injection Attack
"1377,""Services,"",2013,59659902,Non-Profit,Business Email Compromise Attack"
1378,Works,2017,64279566,Hospital,Drive-by Attack
1379,Health,2018,48983459,Burget Franchaise,Supply chain Attack
138,Services,2022,10333026,Local Shop,Worm VirusDDoS Attack
1380,Corporation Aetna,2017,19463520,Pizzeria,SQL Injection Attack
1381,Inc. Alberto-Culver,2019,22442631,Small Business,Man In The Middle Attack
1382,Corporation Value,2022,97628626,Orphanage,Zero-Day Exploit Attack
"1383,""Stores,"",2022,19179444,Hospital,Business Email Compromise Attack"
1384,Stores,2019,57090000,Pizzeria,51% Attack
1385,Inc. AmerisourceBergen,2010,113168350,School,Spoofing
1386,Western,2022,1265418,Non-Profit,Phishing
1387,Inc Universal,2018,62557861,Sandwitch Shop,DNS Tunneling Attack
1388,Corporation Alaska,2014,14964028,Orphanage,Drive-by Attack
1389,City,2015,85981878,School,Worm VirusDDoS Attack
"139,""Industries,"",2010,10749565,Sandwitch Shop,51% Attack"
"1390,""Stores,"",2014,79591400,Non-Profit,Cryptojacking Attack"
1391,International,2010,126604647,Hardware Store,Worm VirusDDoS Attack
1392,Fitch,2023,45681264,Sandwitch Shop,Zero-Day Exploit Attack
1393,Corp. Adams,2015,94732358,Train Station,DoS Attack
